"sex" "age" "field" "language" "education" "paranormal" "toss.K" "toss.RT" "grid.K" "grid.RT" "guess.K" "guess.RT" "roll.K" "roll.RT" "spot.K" "spot.RT" "K" "toss" "guess" "roll" "spot" "grid" "RT"
"male" 50.9890410958904 "science" "german" 6 0 -0.205368108995271 12.6 -0.596190894812097 14.1 -9.98203234107658 22.1 1.30090158837088 7.9 1.7000042934606 12.8 -1.55653709261049 "001010110111" "3333333333" "2416352256" "8562345921" "001101110" 69.5
"male" 43.6164383561644 "other" "german" 6 4 -0.0974759188804368 13.1 1.8214169933467 34 -9.98203234107658 27.2 0.605859155637204 12.6 1.41625595797244 20.1 -1.24719523060013 "101111000000" "4444444444" "2563251442" "2562839465" "010011101" 107
"male" 72.1561643835616 "other" "german" 4 0 -4.41549456072126 29.1 -0.25296007246356 23.3 -0.0749442038896844 22.9 0.571968739688309 27 -0.924797861984897 23.9 -1.01924559187422 "000000000000" "2345122211" "4455122361" "7555832217" "010001010" 126.2
"male" 39.2082191780822 "other" "german" 4 NA -0.132034477861466 29.4 0.356184830254905 18.2 1.15632271273419 50.4 1.39838698858478 16 1.66748754430593 13 0.889269519603668 "000010110110" "4532541354" "1524313246" "8643261759" "110010101" 127
"male" 25.2520547945205 "other" "german" 4 0 1.39018191626686 33 0.356184830254905 43.7 0.6442145211866 40.6 1.07537771171705 26.4 1.48415070094461 19.6 0.990021936074005 "001011010111" "2314521444" "3445164355" "4635571824" "001101010" 163.3
"male" 64.2794520547945 "other" "german" 6 0 0.918008534666728 20.5 1.8214169933467 18.3 1.36224027278232 23.1 1.45430998598759 35.7 1.14371129503881 18.3 1.33993741636443 "001111011100" "2331255432" "2316355612" "1736869158" "010011101" 115.9
"male" 49.2657534246575 "0" "german" 3 5 -0.51526103846255 10.8 1.8214169933467 11.7 -9.98203234107658 13.3 -11.3769232927985 12.1 -5.67225148965596 11 -5.14501023372938 "001000110000" "2222222222" "4444444444" "8855588585" "101100010" 58.9
"female" 24.572602739726 "humanities" "german" 6 4 1.06049521580345 15.3 0.356184830254905 12.7 0.971900463077902 29.2 1.28485373798156 18.2 1.32928262857553 21.9 1.00054337513867 "001011101001" "5415224313" "5235142663" "4651475326" "101110001" 97.3
"male" 25.8849315068493 "science" "german" 6 0 -2.18442467313273 28.6 0.356184830254905 50.1 1.24278880230378 11.6 1.05719183609921 25.1 1.29876270428048 13.3 0.354100699961129 "010101101010" "2531243524" "6221543145" "5319574258" "010001110" 128.7
"male" 26.7123287671233 "science" "german" 4 0 -1.69927146644172 23.5 1.8214169933467 7.9 1.65787256759482 18.2 1.58652163706786 13.6 1.74217663235345 11.6 1.02174327278422 "000100101010" "4324135243" "6425632654" "5687254193" "001110011" 74.8
"male" 38.6876712328767 "science" "german" 7 0 0.38948711877615 8.1 0.356184830254905 15.7 0.494790957228618 17.9 2.25606435312904 18 1.2801434226359 10.2 0.955334136404923 "011000010010" "4314522455" "2643541263" "5742865634" "011100010" 69.9
"male" 40.027397260274 "0" "german" 3 0 0.213536736688299 16.1 0.356184830254905 16.7 1.489032033919 17 1.06625510669007 9.9 -0.118601752424964 12.4 0.601281391025462 "001011000101" "2431225432" "1565524135" "4257553626" "110010101" 72.1
"male" 30.1287671232877 "other" "german" 6 0 -1.14751893140856 18.6 0.356184830254905 8.9 1.81224127036114 12.5 -0.106289213197066 12.7 1.99068527726356 12 0.581060646654796 "010101110111" "4231523451" "1623612312" "7524935817" "010101001" 64.7
"male" 49.1178082191781 "other" "german" 4 0 -1.25670379581579 12.3 0.0895387518471959 13.7 0.476468510453325 10.3 1.01055332871524 8.6 1.2275010526854 8.6 0.309471569577074 "111000000000" "2432254324" "1265351163" "9624742596" "100101000" 53.5
"male" 41.0191780821918 "science" "german" 4 0 -0.498300309690747 9.8 1.21846049375468 13.3 -2.41617638522337 11.6 0.143075157549934 7.4 1.03089796676422 9.9 -0.104408615369057 "000010011001" "3333432321" "2355214466" "6231841427" "100110100" 52
"male" 33.5369863013699 "other" "german" 7 0 0.177283706501919 13.6 -1.47477450528602 13.4 -1.21175610772775 20.4 0.178685432900278 25.7 1.3272460782745 12.4 -0.200663079067415 "011010111101" "3532125555" "3112654354" "5827426871" "111101011" 85.5
"male" 17.1260273972603 "0" "german" 3 0 1.70119457183552 18.1 1.8214169933467 23.8 1.15967683417911 17.6 -1.31689055494479 25.2 0.658466132814401 14 0.804772795446188 "000101110100" "1521452314" "3235336664" "3441125864" "011100001" 98.7
"male" 35.572602739726 "science" "german" 6 0 0.404517267557664 12 -0.956960540698852 4.9 1.60076101017602 16.9 1.42166056409196 7.1 2.05470195603994 12.2 0.904936051433346 "010001011110" "2435143325" "5162344255" "1528649732" "111001110" 53.1
"male" 31.0246575342466 "0" "german" 3 0 -2.42962405067855 11.9 0.145914824578648 18.4 1.43852564974805 16.5 1.47244654926882 8.4 1.8373737635523 9.1 0.492927347293854 "100100000000" "3251455341" "5423514631" "7952468231" "110001101" 64.3
"male" 45.2246575342466 "science" "german" 6 0 -0.420979761617647 7.6 -0.49051686914422 18 -0.223527582511304 22.6 1.84322595499192 6.6 1.15209330544459 10.2 0.372059009432668 "001011001010" "3215444432" "5214313256" "5462586321" "011110000" 65
"male" 27.4602739726027 "science" "german" 6 0 0.771756741262462 15.3 1.33650212698573 17.5 1.96813390305439 20.6 1.42459728370572 10.9 0.58465232987083 8.6 1.21712847697583 "011101000101" "4152355124" "5213665214" "8217935233" "110100010" 72.9
"male" 54.5643835616438 "science" "german" 6 0 -0.0886305520151953 16.9 1.03696005461221 36.6 1.70738840511612 19.1 0.986732698387387 14.9 1.08845444336623 17 0.94618100989335 "001111011011" "4421553241" "5363112451" "5246684739" "100010101" 104.5
"female" 32.586301369863 "0" "german" 3 3 -0.797830410346681 21 1.8214169933467 15 2.31534696663465 32.7 -0.954659624211334 56.1 1.00341944633615 19.7 0.677538674351897 "110110000000" "1423513245" "3543513355" "5753492574" "010001101" 144.5
"male" 60.041095890411 "science" "german" 4 0 -0.205368108995271 9.1 1.8214169933467 13.8 0.614765361411871 18.1 2.55240347730464 11.7 -2.1354702545628 9.2 0.529549493701028 "000100101011" "3451143243" "2463516432" "5696596536" "001100011" 61.9
"male" 33.3972602739726 "other" "german" 4 0 -1.33377623389316 16.4 -0.596190894812097 17.3 1.57766131749934 23.6 2.00289431087101 23.2 1.95515104093795 15.1 0.721147908120609 "011011101110" "5452132453" "4261453624" "7683498257" "011100110" 95.6
"male" 22.6739726027397 "science" "german" 4 0 0.419795859771245 7.1 0.356184830254905 8 1.57766131749934 17.8 0.222654922849374 6.1 0.541202389638043 7.7 0.623499864002581 "001011011110" "2435223415" "3144262256" "5342265919" "001110101" 46.7
"male" 42.6657534246575 "humanities" "german" 6 0 0.29060917476561 7.6 -0.26594314058387 6.2 -4.26656649690483 15.6 -0.0338847229760151 8.3 0.626283748066612 11 -0.729900287526499 "011001110101" "3521333333" "5233461115" "5486538546" "101001101" 48.7
"male" 46.1095890410959 "science" "german" 6 0 0.108783204202577 20.9 0.189437849218902 11.3 2.06981834318907 27.4 1.78872565348271 23 1.99989442541933 16.1 1.23133189510252 "011010010110" "2315413245" "4253142635" "6843915742" "011110101" 98.7
"male" 48.5397260273973 "0" "german" 3 0 1.48269243819545 25.2 1.8214169933467 10.9 0.263687496113211 25.5 2.40823061165801 18.2 2.24468315240861 14 1.6441421383444 "001110001110" "3215125215" "1652342165" "5863974125" "101001010" 93.8
"male" 43.613698630137 "science" "german" 6 0 -0.526397724789923 17.2 -0.678035429199681 13.4 0.963165216900051 22.3 0.790765159006718 16.1 1.97262298494517 15.1 0.504424041372467 "100101000000" "3221541524" "2446526114" "5274186275" "001000110" 84.1
"male" 34.7616438356164 "other" "german" 4 0 -1.41766355787566 37.4 1.03696005461221 14.3 1.10698829255408 30.3 1.5964632222159 19.9 1.60656817602031 7.8 0.785863237505368 "000011111111" "3245354425" "4261543561" "5621789358" "001010101" 109.7
"female" 58.6164383561644 "0" "german" 3 0 -0.69307687786102 13.4 -1.12648304796118 18.9 1.83422835573106 11 1.69640892737357 8.1 1.84180301491257 14.3 0.710576074439 "000000111111" "1234543212" "1536412562" "6832578641" "100001000" 65.7
"male" 25.6986301369863 "science" "german" 6 0 1.06049521580345 10.9 -0.678035429199681 12.8 -0.471058703075224 13.4 1.09148740490866 8.4 1.3020129694765 10.1 0.460980291582741 "001011101001" "2412531253" "2412642361" "5826549275" "110011011" 55.6
"" 29.3369863013699 "humanities" "german" 4 3 -0.213168440380414 14.5 0.189437849218902 11.2 1.51501378638811 17.5 2.35564048582964 12 2.07396118948038 21.7 1.18417697410732 "001001110101" "2431532431" "2145362514" "5341698352" "110011101" 76.9
"female" 45.7342465753425 "science" "german" 6 0 -0.542855140843817 15.2 -0.956960540698852 8.4 0.983636302614013 23.7 0.986732698387387 17 0.419992647095368 18.4 0.17810919331082 "001000011101" "3442132434" "2526351146" "5615458214" "110001111" 82.7
"male" 56.7917808219178 "humanities" "german" 6 1 -0.25121223725599 24.2 0.0687445069726324 13.7 0.712326147532411 19.2 1.22244899952071 11.8 2.05470195603994 13.5 0.761401874561941 "111101000000" "3155133251" "1266542133" "5647893214" "101010101" 82.4
"male" 28.3479452054795 "humanities" "german" 6 0 0.817983062534058 14.5 0.206595179695689 17.1 1.51939323435823 13.9 0.78518008964233 8.1 1.44248149672794 7.2 0.954326612591649 "000110111001" "2453112343" "5254163541" "5268543715" "011000101" 60.8
"male" 41.8630136986301 "other" "german" 6 0 -1.43852976637882 13.1 -0.596190894812097 22.4 0.923133592284964 25.2 1.5964632222159 18.4 1.287316316757 19.9 0.354438494013389 "101101000000" "4323342153" "5243511624" "6549257845" "110001011" 99
"male" 37.1506849315069 "science" "german" 6 0 0.345809680933935 10.4 0.356184830254905 18.6 2.14446450102102 28.3 1.8835025431904 27.9 0.952877912374535 10.4 1.13656789355496 "001101101011" "3415235413" "5235146325" "4396534247" "110010101" 95.6
"female" 13.7041095890411 "0" "german" 0 0 -0.932027046823945 11.2 -0.49051686914422 39 1.16978961559879 21.6 0.518788234263379 9.4 2.07396118948038 8.2 0.467999024674877 "011010010101" "2554115423" "1536453365" "4583269541" "000110011" 89.4
"male" 36.3671232876712 "science" "german" 6 0 0.626054982854258 8.1 0.206595179695689 12.6 1.52819508963942 14.9 1.81960720411991 5.8 1.5640336461117 10 1.1488972204842 "011011001000" "2321545321" "5633241652" "5289141732" "011110010" 51.4
"male" 33.8465753424658 "humanities" "german" 6 0 -2.92163728058014 5.8 0.446237925989999 7 -1.93308216285601 11.5 -1.39093309465678 4.5 -5.30878098691941 6.8 -2.22163911980447 "000001000000" "2444433244" "6565215553" "4856565555" "111000001" 35.6
"male" 45.1178082191781 "humanities" "german" 6 0 -0.645664752983975 9.1 0.356184830254905 23.8 1.70738840511612 11.9 1.32259032101058 13.5 1.19399843231428 16.5 0.786899447142382 "011010110100" "3421545213" "2512653452" "7649628436" "110001010" 74.8
"male" 45.1616438356164 "science" "german" 5 0 -0.343367724118346 7.2 0.145914824578648 13.2 1.26439374264735 16.8 -0.756195294506303 5.5 1.28323110805941 8.4 0.318795331332152 "010000110101" "4512535414" "4232216665" "3241785696" "010110001" 51.1
"male" 30.0246575342466 "humanities" "german" 6 0 -0.559024657255288 5.8 1.46639916626455 3.8 2.06981834318907 9.3 1.72529022942063 7.9 1.51457625291764 10.5 1.24341186690732 "010111011110" "4235132415" "1562312641" "8561495247" "001110001" 37.3
"male" 37.9068493150685 "other" "german" 6 1 -0.475190761427027 9.4 -0.956960540698852 5.9 0.917510707022222 9.7 1.12664838574624 6.1 1.46498234877103 9.1 0.415398027882723 "011100111011" "3154214521" "2463145116" "4589627411" "111001110" 40.2
"male" 38.3479452054795 "humanities" "german" 6 0 1.58550205033555 30.6 1.33650212698573 8.9 0.503014977071289 13.2 0.772234660656719 17.1 0.956076363350934 10 1.03066603568004 "011110111000" "5253125344" "6335264346" "5476851773" "011001010" 79.8
"female" 52.6657534246575 "science" "german" 7 0 0.866643443892017 20.2 1.45217758107379 12 0.766397168545011 15.5 0.993188955223429 11.2 1.92583825190849 9.6 1.20084908012855 "011101110001" "4512412544" "1432525163" "5321745869" "101101000" 68.5
"male" 38.5534246575342 "0" "german" 3 1 -0.389429470692841 11.3 1.8214169933467 10.3 1.83422835573106 14.9 1.53785057992509 12.6 1.67830386660272 8.9 1.29647406498255 "001010110110" "1342153142" "2342615443" "1586247982" "001100011" 58
"male" 47.6 "science" "german" 6 0 1.19276816004908 7.8 1.77344872879726 6.8 0.388418917409233 7.3 1.19226428989464 6.3 1.99989442541933 9 1.30935890431391 "011000011101" "2243552122" "1224632551" "4523871569" "001010011" 37.2
"male" 35.6328767123288 "science" "german" 6 0 -4.41549456072126 7.4 -3.04096573668208 8.7 0.934450289670435 19.9 1.38403595606729 5.9 2.14310714217543 6.4 -0.598973381898037 "000000000000" "1352314323" "4521354215" "8541236975" "000000000" 48.3
"female" 23.6246575342466 "science" "german" 4 0 0.451132209303213 7.1 0.206595179695689 21 -0.68946924062445 20.6 -0.0503028562432701 8.1 1.3028892094634 10.7 0.244168900318916 "001101000101" "3143233353" "5232614442" "8526619327" "101000011" 67.5
"male" 36.0712328767123 "0" "french" 3 0 1.48269243819545 12.1 -0.596190894812097 9.2 0.367743745502962 22.2 0.562435250226726 21.4 0.340439860519944 11.1 0.431424079926597 "011101000011" "3322431153" "2256165215" "5232457179" "011100110" 76
"female" 26.7643835616438 "0" "german" 3 0 0.944802694303407 4.5 0.446237925989999 6.4 -6.06114572574829 4 0.378740132452665 6.6 0.608920801641043 8.1 -0.736488834272235 "000011011101" "3333333452" "4211521336" "5178824119" "011011010" 29.6
"male" 49 "science" "german" 7 0 0.517184143856415 12.7 0.356184830254905 18.7 1.26076876316658 30.8 1.47854490885329 11.4 1.95515104093795 13.2 1.11356673741383 "001011101100" "2114553231" "6255416312" "7468231857" "001110101" 86.8
"male" 43.2958904109589 "other" "german" 4 0 -1.28392844546275 25.8 0.206595179695689 15.8 -0.663702911290947 26.4 1.2533020593137 11.8 1.64342396139409 12.9 0.231137968729956 "110100000000" "1552135213" "5244361243" "5347815364" "010110011" 92.7
"male" 53.6493150684932 "other" "german" 7 0 0.972396796684674 6.6 1.8214169933467 10.5 1.51501378638811 25 0.623945784006915 7.5 1.23587146532174 10 1.23372896514963 "001011011001" "4251235415" "2366512351" "4365156849" "110011100" 59.6
"male" 42.9232876712329 "humanities" "german" 6 0 0.331697440652534 10.2 0.356184830254905 17.9 -2.26206660086529 10.2 1.8511886791792 10.9 1.54283162992839 9.5 0.363967195829948 "001011101011" "2354133333" "2466513426" "4627558914" "010100011" 58.7
"male" 28.0191780821918 "science" "german" 6 0 -0.590539088626424 4.7 -0.596190894812097 8.7 0.375225315101117 14.4 0.638920562707916 6.6 2.05470195603994 7.8 0.37642357008209 "001101011010" "4211132544" "1214165264" "5462819537" "001110100" 42.2
"male" 51.4602739726027 "other" "german" 4 0 -0.590539088626424 9.1 -0.791814806528575 6 0.619254295781537 20.3 1.50944357926915 12.9 1.42327824347562 9.3 0.433924444674262 "001010100110" "3251112415" "1241665312" "7568491231" "101001111" 57.6
"male" 35.7698630136986 "other" "german" 6 3 -0.910361981985367 12.7 -3.04096573668208 14.4 1.44681293167962 16.7 0.147770942755272 8.3 1.287316316757 12.2 -0.213885505495111 "101100000000" "4253121355" "2653325515" "5291574258" "000000000" 64.3
"male" 33.6438356164384 "science" "other" 6 0 0.944802694303407 10.6 0.356184830254905 13.9 1.41396547241741 12.9 1.75478282111799 6.9 1.43223731858855 9.3 1.18039462733645 "001101001011" "3425512133" "1523612455" "1522837951" "001110101" 53.6
"male" 25.1808219178082 "science" "german" 5 0 0.500223415084546 13.1 1.46639916626455 58.6 1.96813390305439 22.5 0.681381889987556 19.9 1.54883877012198 18.3 1.2329954289026 "000110011111" "4312453421" "2241545633" "6174738526" "100011100" 132.4
"male" 34.8986301369863 "science" "german" 6 0 0.201293726131176 14 1.8214169933467 15.5 1.46354207928342 12.9 1.5964632222159 12.7 1.15561823754218 11.8 1.24766685170388 "011010001000" "3142155344" "1524166352" "6478259388" "001110011" 66.9
"male" 72.413698630137 "science" "german" 7 0 0.374697462719755 20.8 1.8214169933467 30.9 1.19024589344789 22.7 1.2533020593137 17.4 0.514503001240881 12.9 1.03083308201379 "001011100100" "4155433124" "4341552461" "4663874911" "010001101" 104.7
"male" 44.8465753424658 "science" "german" 6 0 1.19276816004908 4.7 0.356184830254905 9.8 0.513366135366884 20.7 1.35576981567282 13.9 1.64576664745288 9.9 1.01277111775931 "011000101110" "2112415543" "4536121341" "7543619568" "101011100" 59
"male" 33.3945205479452 "other" "german" 4 5 -0.569649300480564 8.6 -0.596190894812097 4.1 1.26439374264735 11.5 0.560852657278705 3.9 1.081819798351 6.6 0.348245200596879 "001001110111" "4122533414" "5531462214" "5263854417" "100101011" 34.7
"male" 42.7232876712329 "science" "german" 6 0 0.360140724337139 8.4 -0.68845135493541 6 -1.93071511806628 10.7 1.75106192987911 5.7 -3.17935880595723 6.7 -0.737464524948534 "010110100110" "3415555524" "2465132652" "5557822233" "110001000" 37.5
"male" 31.613698630137 "science" "german" 6 0 2.28223879243356 13.5 0.206595179695689 4.9 -9.98203234107658 7.4 1.83926159117726 11.2 1.60656817602031 13.2 -0.809473720349952 "011000111001" "3333333333" "1324516235" "6541298769" "011110010" 50.2
"male" 34.3561643835616 "other" "german" 6 0 2.28223879243356 6.1 1.33650212698573 27.8 0.920319214951427 15.9 1.57665047696292 11.1 1.55163049998744 10.1 1.53346822226422 "011100010110" "2551342324" "2461522436" "9536752416" "001011101" 71
"male" 32.8849315068493 "science" "german" 6 3 -0.0886305520151953 12.3 -0.49051686914422 7.2 -0.248544012046672 16.5 1.18234629115036 11.3 1.20995139437906 11.8 0.312921250464667 "010011101001" "5424513232" "4362543121" "5394651845" "111001100" 59.1
"male" 28.0958904109589 "humanities" "german" 4 0 0.304103338271267 18.9 -3.04096573668208 20.8 1.51501378638811 16.2 1.05043285951222 27.2 1.92434030982721 13.7 0.350584911463345 "011010010100" "3241543241" "2452165331" "4518276958" "000000000" 96.8
"male" 25.6219178082192 "0" "german" 3 2 -0.818235958308479 19 0.206595179695689 9.2 1.82318994094492 16.6 1.95046908332591 12.1 1.55796729946677 10.1 0.943997109024962 "110001000000" "1425134523" "4215623421" "5167249834" "110011010" 67
"male" 31.5150684931507 "science" "german" 6 0 0.419795859771245 4.1 -0.956960540698852 5.2 0.717152959380745 11.8 0.907441892602807 5.7 0.866850453606668 7.2 0.390856124932523 "001011011110" "2433523324" "5466512324" "5426683276" "011100111" 34
"male" 30.9534246575342 "0" "german" 2 3 0.213536736688299 23.2 1.03696005461221 13.8 1.0687820686998 23.9 1.15785580240752 27.2 1.675911400409 14 1.03060921256337 "001011000101" "5251342431" "4552366135" "5423958472" "101010001" 102.1
"male" 32.1424657534247 "science" "german" 4 0 -0.395826269811938 16.6 0.356184830254905 17.2 0.314710833290612 16.8 0.881319789180877 18.5 0.663840374971243 11.6 0.36404591157714 "011001001101" "4235134434" "5254356221" "9672144558" "100101010" 80.7
"male" 34.5972602739726 "humanities" "german" 4 0 2.71667902538269 14.4 1.03696005461221 8.7 1.68240291913762 13 1.72529022942063 7.6 2.00757791872333 9 1.8337820294553 "001011100011" "2431542313" "5456315246" "5846325798" "110101010" 52.7
"male" 37.0246575342466 "science" "german" 6 0 0.142399046341394 5.1 -3.04096573668208 6.5 1.08139742150621 11.8 1.79638211747558 6.1 0.678152219163676 8.7 0.131473013560956 "010001011100" "4234513251" "2543122465" "8625141791" "000000000" 38.2
"female" 38.7479452054795 "science" "german" 6 0 1.06049521580345 17 -0.596190894812097 38.7 1.05939750762808 24.2 1.49390860297638 27.8 0.858185852147431 25.7 0.775159256748649 "001011101001" "5315214324" "5336141263" "7417568632" "110001011" 133.4
"female" 31.9561643835616 "science" "german" 6 2 0.213536736688299 12.8 1.46639916626455 4 0.446474418379003 17.3 1.23265763815357 12.4 0.0864594735412075 17.2 0.689105486605326 "000101101101" "1342532353" "5436235161" "5282618251" "011100011" 63.7
"male" 42.7506849315068 "0" "german" 3 0 -0.797830410346681 28.8 0.356184830254905 31.1 1.14631018286391 45.7 0.655750150620434 33.1 0.703691156800871 22.5 0.412821182038688 "110110000000" "2335512234" "5136364415" "7643951145" "100011101" 161.2
"male" 51.6958904109589 "science" "german" 4 0 1.06049521580345 16.8 1.77344872879726 48.6 1.48475006190442 18 1.49390860297638 12.5 0.866850453606668 17.3 1.33589061261764 "001011101001" "2435231432" "4215325126" "7658166729" "000011101" 113.2
"male" 43.2794520547945 "science" "german" 6 0 1.39018191626686 14 -3.04096573668208 10.8 1.61481344096109 17.4 0.832420984560161 14.9 1.53291973321427 22.9 0.46587406766406 "011000010100" "1324352113" "4623441662" "7269156289" "111111111" 80
"male" 43.9452054794521 "science" "german" 7 0 -1.28392844546275 14.4 -0.678035429199681 14 0.843813830332647 18.5 1.8835025431904 15.3 0.534027199999039 13.5 0.259875939771931 "110100000000" "4253223153" "4153263521" "1242327549" "011011110" 75.7
"male" 38.8082191780822 "science" "german" 6 0 -1.52700324485901 13.7 0.189437849218902 9.3 1.64336601011417 23.8 2.17819644642599 14.5 1.66748754430593 13.8 0.830296921041196 "101001000000" "3153243152" "1653624135" "7358416942" "001100010" 75.1
"male" 28.3753424657534 "science" "german" 6 0 -0.469321955783618 6.5 -1.47477450528602 3.1 -0.267297026157073 12.2 0.578360828607823 9.2 -0.177678855015976 8.8 -0.362142302726973 "010011101010" "2344342311" "5334651145" "5699685523" "110101111" 39.8
"male" 41.7972602739726 "other" "german" 4 0 1.70119457183552 15.8 -3.04096573668208 5.6 0.671982083576637 26.8 0.304421976896957 15.7 1.45224225748626 20.6 0.217775030622659 "001011101000" "5334415212" "2665634322" "5483171982" "111111111" 84.5
"male" 37.3561643835616 "science" "german" 7 0 1.53266859740358 7.3 1.46639916626455 4.8 1.46775704067103 17.1 0.915578983993507 8.4 1.41168164678401 12.3 1.35881708702334 "001011100001" "3341154235" "5513664145" "4258654391" "101101010" 49.9
"male" 44.9369863013699 "humanities" "german" 6 0 -0.797830410346681 16.5 0.356184830254905 35.1 -9.98203234107658 20.8 0.744892914795099 13.7 0.525672763191708 11.7 -1.83062244863631 "110110000000" "4444444444" "2433612251" "5341656896" "011100010" 97.8
"male" 35.8876712328767 "science" "german" 6 0 0.201293726131176 6.5 -0.68845135493541 14.3 1.04082232948982 18.3 1.46334876108053 9.4 -0.658140184662748 8.7 0.271774655420674 "011010100010" "4213243354" "4252316654" "4219842199" "100100010" 57.2
"female" 25.4082191780822 "science" "german" 6 0 -0.590539088626424 12 -0.49051686914422 7.8 1.22857569871969 14.5 0.123292745981599 9.8 1.17060328751292 6.5 0.288283154888713 "110101000000" "2433145422" "3352642665" "5832471455" "000110011" 50.6
"female" 45.6986301369863 "humanities" "french" 7 1 0.201293726131176 9.6 0.206595179695689 10.7 0.635084458663078 8.8 -0.143038026990845 8.1 1.5481049413423 8 0.48960805576828 "001100011110" "2435432144" "1253325235" "5268579326" "100001101" 45.2
"male" 28.9479452054795 "other" "german" 4 1 -1.28392844546275 11.7 0.356184830254905 40.7 -0.362766519237296 35.7 1.2300984584793 21.3 1.32064575378733 20.4 0.252046815564298 "110100000000" "4212223244" "3411543625" "5273248513" "001110101" 129.8
"female" 38.241095890411 "other" "german" 7 0 -0.25121223725599 5.6 -1.47477450528602 10 1.35834250142456 8.9 2.22962194791495 4.8 1.50470059655036 7.1 0.673335660669572 "001011110100" "3215432245" "1354265213" "5432951428" "110101111" 36.4
"male" 46.0054794520548 "science" "english" 7 0 1.2290211902354 17.6 0.145914824578648 11.4 1.08774969302007 21.6 0.875360523045085 19.5 -0.272109389619372 15.1 0.613187368251966 "001011110010" "1132554421" "6536224115" "7598898243" "011100101" 85.2
"male" 41.8493150684931 "science" "german" 6 0 0.404517267557664 23.9 -0.473143680259071 8.6 1.96202650454135 20.9 0.445548672049229 16.3 1.55737673301542 10.4 0.779265099380918 "111010000000" "4345213542" "6556412343" "8659841725" "111001011" 80.1
"male" 34.7479452054795 "science" "german" 7 0 0.606995879098055 16.1 0.206595179695689 9 1.7226052796088 16.8 0.672785484310148 22.1 0.58528197483219 15.2 0.758852759508976 "001011000001" "4135234152" "5352265435" "6728996455" "010111100" 79.2
"male" 48.786301369863 "science" "german" 6 0 0.374697462719755 9.4 -3.04096573668208 11.4 0.693190066197636 12.1 0.766723224568847 9.4 1.91166605368053 7.7 0.141062214096938 "001001110100" "1234511222" "1412435622" "1754391527" "000000000" 50
"female" 33.8191780821918 "humanities" "german" 6 0 -0.585360734558133 11.4 -0.956960540698852 6.8 1.55045475451925 23.5 1.49390860297638 8.5 1.22559416100852 8.9 0.545527248649433 "010011100110" "3452321445" "2362543416" "1535247658" "111100011" 59.1
"male" 29.4246575342466 "other" "other" 6 1 1.30609362831277 6 -0.473143680259071 10.9 -9.11666628260673 10.8 1.13617644297776 5.2 0.665580668449839 5.8 -1.29639184462509 "011100101100" "2333333333" "5452112365" "5865411258" "000010011" 38.7
"male" 39.3150684931507 "science" "german" 6 0 0.866643443892017 19.4 -0.984117277934768 19.1 1.43440105520991 19.1 0.770395092150681 11.8 0.911889132384026 18.6 0.599842289140373 "000101001110" "2531124533" "6224163362" "5221472586" "111111001" 88
"male" 25.6383561643836 "other" "german" 6 0 0.749482560234716 11.1 0.189437849218902 22.6 1.23922143845883 9.5 1.38403595606729 8.6 0.7771370749974 7.1 0.867862975795428 "010111000110" "3425142344" "1362342612" "1355294275" "010100001" 58.9
"male" 51.9972602739726 "other" "german" 6 0 0.841993082163315 11.6 -0.678035429199681 26.4 -0.339801886139884 21 -0.496838863431818 18 1.14100253418388 31.6 0.0936638875151624 "000100110100" "1115214131" "6626411442" "6474156937" "011111100" 108.6
"male" 40.2191780821918 "science" "german" 5 1 -0.69307687786102 8.3 0.0895387518471959 10.4 -2.28385332734497 19.1 2.01631469974899 8.8 1.52914661868074 11.3 0.131613973014187 "111111000000" "4454354444" "1536224153" "5286132854" "101111001" 57.9
"male" 29.2821917808219 "other" "german" 6 0 -0.369969093310324 33.4 1.22695182925618 13.2 -9.98203234107658 24.7 1.15059180885488 14.6 1.48344693205863 12.1 -1.29820217284344 "111001000000" "3333333333" "1554312643" "1967475826" "111101010" 98
"male" 30.6 "0" "german" 3 0 -1.61629402321168 18.5 0.189437849218902 28.8 0.340052316140887 20.2 0.216464450913579 14.6 1.06144218152815 16.4 0.0382205549179676 "100010000000" "2454413511" "5153365316" "8162764834" "101011110" 98.5
"male" 23.5260273972603 "other" "german" 6 0 -1.03652562584408 4.9 -0.956960540698852 16.2 0.849136679412491 8.9 1.5964632222159 4.6 2.02126603055008 7.8 0.494675953127108 "010011000000" "3152314523" "4142632145" "7483256894" "000011100" 42.4
"female" 33.4794520547945 "science" "spanish" 7 0 0.0657831821354201 22.3 0.0895387518471959 34.2 0.515445949006473 38.4 -0.291381312090401 37.6 1.51414556243827 32.1 0.378706426667392 "001101000011" "3244413543" "1516662542" "5672598613" "110010111" 164.6
"female" 27.4383561643836 "science" "german" 6 1 -0.273308917796644 15 1.33650212698573 11 1.20059175020179 16.4 1.60647624451656 29.2 1.31256076494837 8.9 1.03656439377116 "000101110110" "2345441213" "5623514463" "5969748526" "110101000" 80.5
"female" 25.3506849315068 "other" "german" 6 1 -0.0796997213448604 10.4 0.206595179695689 11.5 1.38984520259385 14.3 1.11012946141584 13.1 2.24468315240861 7 0.974310654953826 "011100101010" "2452132435" "1146233152" "5214369875" "101100001" 56.3
